thickness,subunit_segments,tilt,pdb_code,membrane_topology_in,membrane_topology_out,group
29.8,67.0,10.0,4HEA,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
5.1,0.0,34.0,3I9V,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,96.0,0.0,7VY2,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.7,10.0,20.0,5ZMV,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,10.0,17.0,6YSO,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.0,10.0,20.0,6RB2,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,11.0,22.0,6A69,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,10.0,20.0,6JJU,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,7.0,3.0,7SQO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,24.0,3.0,7XK3,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.8,76.0,5.0,7R41,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.5,5.0,0.0,2KYV,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.8,7.0,12.0,6C1Q,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,5.0,3.0,2M3B,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,60.0,0.0,7VH5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,8.0,16.0,4BBJ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,8.0,18.0,7R0I,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,12.0,2.0,3QF4,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,10.0,7W6P,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.7,11.0,9.0,2XZB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,11.0,9.0,5Y0B,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,85.0,8.0,6YJ4,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,11.0,8.0,5YLU,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,26.0,1.0,1BGY,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,26.0,0.0,2FYU,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,26.0,0.0,1NTM,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,26.0,0.0,1SQX,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,2.0,1PPJ,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,26.0,1.0,6NHG,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,2.0,6H7J,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,24.0,0.0,6XVF,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.5,24.0,1.0,1EZV,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.5,24.0,1.0,2IBZ,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,0.0,2FYN,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,4.0,6TKO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.9,20.0,0.0,1ZRT,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,11.0,19.0,7E7S,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.5,24.0,1.0,1P84,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,23.0,8.0,6F0K,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,23.0,7.0,6BTM,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,23.0,7.0,6LOE,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,14.0,10.0,3HB3,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,22.0,0.0,6KLS,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.8,23.0,1.0,7RJA,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,26.0,1.0,8AB6,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.1,48.0,0.0,1PHO,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
24.5,54.0,0.0,2MPR,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.2,26.0,0.0,1VF5,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,26.0,0.0,2D2C,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,26.0,0.0,2E74,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,26.0,0.0,4H13,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,10.0,19.0,5MPM,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.7,12.0,12.0,3B8E,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,26.0,0.0,1Q90,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,12.0,14.0,4J05,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.9,2.0,9.0,2KSD,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,26.0,0.0,4H44,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,7.0,3N23,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,7.0,4HYT,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,12.0,11.0,4HQJ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,26.0,0.0,6RQF,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,26.0,1.0,7QRM,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,12.0,4.0,3WGU,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,12.0,7.0,4RES,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,20.0,0.0,6NHH,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,12.0,2.0,7DRJ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,7.0,8.0,5AZC,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,18.0,1.0,4Q2E,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,8.0,7.0,5N6H,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,11.0,7D91,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,8.0,13.0,5XHQ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,1OCC,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,6.0,7JJO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,7.0,7.0,3KJ6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,1V54,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,6.0,9.0,3RLB,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,12.0,6NI3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,7.0,6N48,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,7.0,6.0,7BZ2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,3X2Q,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,56.0,0.0,5IY5,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,11.0,7DH5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,5XDQ,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,5W97,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,5Z84,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,11.0,2.0,1EYS,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,6NMP,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,6J8M,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,12.0,7.0,7WYS,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,6JY3,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,72.0,0.0,1FE1,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,15.0,7QTV,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,12.0,8.0,4XE5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,6JUW,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,12.0,5.0,4U4V,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.9,12.0,9.0,2ZXE,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.9,12.0,9.0,3A3Y,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.9,12.0,9.0,5AVQ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,12.0,10.0,7E1Z,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,28.0,4.0,7TIH,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,5B1A,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,14.0,6GDG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,0.0,7C6A,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,12.0,6.0,8D3U,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,1.0,11.0,2JO1,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,7.0,12.0,8HDO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,25.0,1.0,7SX3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.2,24.0,0.0,3CX5,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,8.0,16.0,3RFU,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,6.0,18.0,4QO2,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,40.0,2.0,5YQ7,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,7XMA,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.7,22.0,4.0,1QLE,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,8H8R,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,28.0,4.0,8D4T,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,56.0,0.0,3AG1,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,71.0,0.0,7COU,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,14.0,10.0,1AR1,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,15.0,7.0,1EHK,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,15.0,7.0,3BVD,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,23.0,6.0,2YEV,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,22.0,3.0,1M56,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,22.0,3.0,2GSM,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,25.0,6.0,6WTI,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.8,24.0,0.0,7D10,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,11.0,6.0,6JXH,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.8,16.0,4.0,3MK7,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,24.0,0.0,7ZGO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,24.0,0.0,7D14,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.5,19.0,12.0,1FFT,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,24.0,0.0,7D8Z,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,9.0,6RX4,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,24.0,0.0,6M23,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,24.0,0.0,6M1Y,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,30.0,0.0,7JSK,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,25.0,6.0,7CUB,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,13.0,9.0,6LYY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,11.0,8.0,7W47,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,11.0,7.0,7X20,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,12.0,7.0,6ROH,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,12.0,10.0,6PSY,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,11.0,9.0,7KY9,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,12.0,14.0,7OH4,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,25.0,6.0,7XMC,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,34.0,12.0,6QUM,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,20.0,9.0,6RKO,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,38.0,0.0,7OSE,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,12.0,5.0,5X5Y,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,19.0,13.0,7OY2,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,13.0,5.0,6LZ0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,13.0,4.0,7YR5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,0.0,7BP3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,1.0,6E9N,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.2,12.0,5.0,8SBE,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,12.0,5.0,7TX7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,11.0,7XPZ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,22.0,2.0,6L85,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,12.0,1.0,7ZH0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,26.0,0.0,6RTC,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,10.0,10.0,7RD6,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,8.0,6K7G,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,12.0,19.0,7PY4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,18.0,10.0,7D5I,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,25.0,2.0,6KOB,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.2,25.0,2.0,7Z10,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,2.0,7.0,6ZDB,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,0.0,9.0,5GPN,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
9.1,0.0,61.0,5NF8,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,80.0,0.0,6HU9,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.0,26.0,0.0,7CH1,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,30.0,0.0,7LGU,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,30.0,0.0,7S8X,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,31.0,5.0,7SUN,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,51.0,0.0,6KSW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,11.0,5.0,6OB7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,12.0,0.0,6XPD,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,12.0,0.0,7Y5G,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,20.0,0.0,5OGE,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,20.0,0.0,6QSK,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,55.0,0.0,6T15,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,12.0,9.0,7BSP,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,29.0,11.0,6WTD,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,53.0,2.0,6YMX,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,12.0,15.0,7VSG,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,12.0,16.0,7VGI,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,12.0,11.0,6XMP,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,11.0,9.0,7N70,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,10.0,8.0,7VPI,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,10.0,2.0,6OH2,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,12.0,10.0,5I6X,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,12.0,10.0,6AWN,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,18.0,1.0,8CZJ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,18.0,8.0,7WWB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,26.0,0.0,7LHV,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.6,80.0,0.0,8E7S,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
40.8,20.0,0.0,7WEM,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,20.0,0.0,6XI0,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,12.0,6.0,7M5V,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,48.0,4.0,7O3E,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,82.0,0.0,7QHO,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,14.0,8.0,3AYF,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,28.0,0.0,6L3H,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,96.0,0.0,1JB0,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,96.0,0.0,6PGK,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,68.0,10.0,6TJV,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,28.0,1.0,6LU1,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,4.0,7VL8,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,8.0,20.0,7XUN,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,5.0,6YS8,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,7.0,2.0,7XA3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,12.0,3.0,8ET6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,12.0,0.0,8ET9,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,26.0,0.0,7Y75,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,39.0,0.0,6IWW,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,2.0,23.0,1P49,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,2.0,25.0,8EG3,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,7.0,6.0,7X9Y,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,5.0,6YXH,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,42.0,0.0,1YEW,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.4,7.0,8.0,7SK3,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,33.0,0.0,7EV9,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,42.0,0.0,7S4H,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,64.0,0.0,6K61,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,64.0,0.0,6JEO,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,130.0,0.0,6TCL,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
